"","uid","itemNo","valence","chosen_attr_type","internal_node_id","rt","trial_type","nTimeouts","time_elapsed","chosen_attr","timedout","trial_index","response","stimulus","taskNo","trialNo","condition","totalTimeJsPsych","intStartTime","intEndTime","nTrials","ID","interpersonal","category","subcategory","event","internalChosen","globalChosen","internalGlobalChosen","internalSpecificChosen","externalGlobalChosen","externalSpecificChosen"
"75","subCA2_2",62,"positive","external_specific","0.0-2.0-0.18-0.18",5805,"html-button-response-ca",0,451078,"The test material was probably quite easy",FALSE,22,3,"You successfully practice saying some phrases of a new language you are trying to learn",0,18,"control",1873104,1562604.7,1924965.7,64,2,"no","general functioning (everyday life: harder task)","life activities","You practice saying some phrases of a new language you are trying to learn",0,0,0,0,0,1
"76","subCA2_2",68,"positive","internal_specific","0.0-2.0-0.19-0.19",8962,"html-button-response-ca",0,461548,"I have been helping this person out with something private recently",FALSE,23,0,"Someone you are close to tells you they trust you",0,19,"control",1873104,1562604.7,1924965.7,64,2,"yes","close relationship","personal qualities","Someone you are close to tells you they trust you",1,0,0,1,0,0
"77","subCA2_2",2,"negative","external_global","0.0-2.0-0.2-0.2",6269,"html-button-response-ca",0,309920,"Everyone ignores messages sometimes",FALSE,5,0,"You message your friend to ask for advice but they don't reply",0,2,"control",1873104,1562604.7,1924965.7,64,2,"yes","friends","reaching out","You message your friend to ask for advice but they don't reply",0,1,0,0,1,0
"78","subCA2_2",72,"negative","external_global","0.0-2.0-0.20-0.20",8361,"html-button-response-ca",0,471415,"People are often not interested in what other people have to say at meetings",FALSE,24,0,"You speak during a community meeting but feel like people aren't interested in what you have to say",0,20,"control",1873104,1562604.7,1924965.7,64,2,"yes","contemporaries (not known well)","feedback/responsibility","You speak during a community meeting but feel like people aren't interested in what you have to say",0,1,0,0,1,0
"79","subCA2_2",74,"negative","internal_global","0.0-2.0-0.21-0.21",3889,"html-button-response-ca",0,476811,"I mess everything up, even simple things",FALSE,25,3,"You washed your clothes on the wrong setting and the colours have run",0,21,"control",1873104,1562604.7,1924965.7,64,2,"no","general functioning (everyday life: easier task)","self-care","You washed your clothes on the wrong setting and the colours have run",1,1,1,0,0,0
"80","subCA2_2",79,"negative","external_specific","0.0-2.0-0.22-0.22",3794,"html-button-response-ca",0,482114,"My friend was probably busy that day thinking about something else",FALSE,26,2,"You see a very close friend and wave at them but they don't wave back",0,22,"control",1873104,1562604.7,1924965.7,64,2,"yes","close relationship","reaching out","You see a very close friend and wave at them but they don't wave back",0,0,0,0,0,1
"81","subCA2_2",93,"positive","internal_global","0.0-2.0-0.23-0.23",3965,"html-button-response-ca",0,487591,"I'm skilled at what I do",FALSE,27,1,"A colleague comments on the high quality of your recent work",0,23,"control",1873104,1562604.7,1924965.7,64,2,"no","general performance (job)","semi-social","A colleague comments on the high quality of your recent work",1,1,1,0,0,0
"82","subCA2_2",99,"negative","external_specific","0.0-2.0-0.24-0.24",3610,"html-button-response-ca",0,492709,"Someone else probably campaigned to be nominated, so was put forward this time",FALSE,28,1,"You want to be nominated for a role in your local community group but no one suggests you",0,24,"control",1873104,1562604.7,1924965.7,64,2,"yes","contemporaries (not known well)","feedback/responsibility","You want to be nominated for a role in your local community group but no one suggests you",0,0,0,0,0,1
"83","subCA2_2",101,"positive","internal_global","0.0-2.0-0.25-0.25",3691,"html-button-response-ca",0,497916,"I'm the sort of person people like to have on their team",FALSE,29,3,"Someone from work tells you they would like to be on your team for a work social event",0,25,"control",1873104,1562604.7,1924965.7,64,2,"yes","colleagues","reaching out","Someone from work tells you they would like to be on your team for a work social event",1,1,1,0,0,0
"84","subCA2_2",104,"positive","internal_global","0.0-2.0-0.26-0.26",4183,"html-button-response-ca",0,503617,"People I'm close to have a lot of time for me",FALSE,30,2,"Someone you care about takes time out of their busy day to check in on you ",0,26,"control",1873104,1562604.7,1924965.7,64,2,"yes","close relationship","reaching out","Someone you care about takes time out of their busy day to check in on you",1,1,1,0,0,0
"85","subCA2_2",105,"negative","external_global","0.0-2.0-0.27-0.27",5293,"html-button-response-ca",0,510425,"Everyone has more important things on their mind sometimes than cooking",FALSE,31,1,"You forget you have put dinner in the oven and it burns",0,27,"control",1873104,1562604.7,1924965.7,64,2,"no","general functioning (everyday life: easier task)","self-care","You forget you put dinner in the oven and it burns",0,1,0,0,1,0
"86","subCA2_2",112,"negative","external_specific","0.0-2.0-0.28-0.28",4534,"html-button-response-ca",0,516463,"This particular person seems to be rude about everyone",FALSE,32,0,"You overhear a colleague telling someone else they don't like you",0,28,"control",1873104,1562604.7,1924965.7,64,2,"yes","colleagues","personal qualities","You overhear a colleague telling someone else they don't like you",0,0,0,0,0,1
"87","subCA2_2",113,"positive","internal_specific","0.0-2.0-0.29-0.29",2758,"html-button-response-ca",0,520742,"Recently, I've taken the time to help out this colleage with their work",FALSE,33,3,"A colleague tells you they particularly appreciate your feedback on their work, as it is valuable",0,29,"control",1873104,1562604.7,1924965.7,64,2,"yes","colleagues","personal qualities","A colleague tells you they particularly appreciate your feedback on their work, as it is valuable",1,0,0,1,0,0
"88","subCA2_2",3,"negative","internal_specific","0.0-2.0-0.3-0.3",5568,"html-button-response-ca",0,317001,"I probably didn't plan well enough this time",FALSE,6,2,"You return from the shops without something important from your shopping list",0,3,"control",1873104,1562604.7,1924965.7,64,2,"no","general functioning (everyday life: harder task)","life activities","You return from the shops without something important from your shopping list",1,0,0,1,0,0
"89","subCA2_2",116,"positive","internal_global","0.0-2.0-0.30-0.30",3295,"html-button-response-ca",0,525548,"I'm good at my job",FALSE,34,2,"You find out a colleague has nominated you for a performance award at work",0,30,"control",1873104,1562604.7,1924965.7,64,2,"no","formal assessment (job)","semi-social","You find out a colleague has nominated you for a performance award at work",1,1,1,0,0,0
"90","subCA2_2",127,"positive","external_global","0.0-2.0-0.31-0.31",3555,"html-button-response-ca",0,530621,"In general, people tend to be polite about other people's work",FALSE,35,0,"You present your work during your evening class and get lots of praise from your classmates",0,31,"control",1873104,1562604.7,1924965.7,64,2,"yes","contemporaries (not known well)","feedback/responsibility","You present your work during your evening class and get lots of praise from your classmates",0,1,0,0,1,0
"91","subCA2_2",5,"negative","external_global","0.0-2.0-0.4-0.4",5771,"html-button-response-ca",0,324284,"There are always times when life gets in the way of things we'd like to prioritise",FALSE,7,2,"You'd like to be more engaged in your local community",0,4,"control",1873104,1562604.7,1924965.7,64,2,"no","general functioning (everyday life: harder task)","getting along (semi-social)","You'd like to be more engaged in your local community",0,1,0,0,1,0
"92","subCA2_2",7,"negative","internal_specific","0.0-2.0-0.5-0.5",5948,"html-button-response-ca",0,331754,"I probably didn't come up with a good enough idea this time",FALSE,8,2,"Your suggestion for a community social event receives the lowest number of votes",0,5,"control",1873104,1562604.7,1924965.7,64,2,"yes","contemporaries (not known well)","feedback/responsibility","Your suggestion for a community social event receives the lowest number of votes",1,0,0,1,0,0
"93","subCA2_2",8,"positive","internal_specific","0.0-2.0-0.6-0.6",6433,"html-button-response-ca",0,339708,"Recently, I did well on a particular piece of work",FALSE,9,0,"You receive anonymised feedback on your work performance by colleagues, and it's very complimentary",0,6,"control",1873104,1562604.7,1924965.7,64,2,"no","formal assessment (job)","non-social","You receive anonymised feedback on your work performance by colleagues, and it's very complimentary",1,0,0,1,0,0
"94","subCA2_2",13,"negative","internal_specific","0.0-2.0-0.7-0.7",5871,"html-button-response-ca",0,347090,"I haven't reached out to this person recently",FALSE,10,1,"Someone you feel very close to is having a birthday dinner but hasn't invited you",0,7,"control",1873104,1562604.7,1924965.7,64,2,"yes","close relationship","reaching out","Someone you feel very close to is having a birthday dinner but hasn't invited you",1,0,0,1,0,0
"95","subCA2_2",15,"positive","internal_specific","0.0-2.0-0.8-0.8",5746,"html-button-response-ca",0,354349,"Recently, I've been performing well at work",FALSE,11,2,"You find out that your manager wants to put you forward for promotion at work",0,8,"control",1873104,1562604.7,1924965.7,64,2,"no","general performance (job)","non-social","You find out that your manager wants to put you forward for promotion at work",1,0,0,1,0,0
"96","subCA2_2",17,"negative","internal_specific","0.0-2.0-0.9-0.9",9651,"html-button-response-ca",0,365510,"I probably didn't greet them very warmly",FALSE,12,1,"You smile at someone across the street you recognise, but they don't smile back",0,9,"control",1873104,1562604.7,1924965.7,64,2,"yes","contemporaries (not known well)","reaching out","You smile at someone across the street you recognise, but they don't smile back",1,0,0,1,0,0
"97","subCA2_2",11,"positive","internal_global","0.0-20.0-0.0-0.0",4280,"html-button-response-ca",0,1728342,"I'm smart",FALSE,188,3,"You take part in a quiz at work and get lots of answers right, so your team wins",1,0,"control",1873104,1562604.7,1924965.7,64,2,"no","formal assessment (academic)","semi-social","You take part in a quiz at work and get lots of answers right, so your team wins",1,1,1,0,0,0
"98","subCA2_2",21,"positive","internal_global","0.0-20.0-0.1-0.1",3092,"html-button-response-ca",0,1732945,"I'm intelligent",FALSE,189,0,"Your neighbour asks you to help them with their maths homework, and you do a good job explaining the problems to them",1,1,"control",1873104,1562604.7,1924965.7,64,2,"no","general performance (academic)","semi-social","Your neighbour asks you to help them with their maths homework, and you do a good job explaining the problems to them",1,1,1,0,0,0
"99","subCA2_2",47,"negative","external_global","0.0-20.0-0.10-0.10",3147,"html-button-response-ca",0,1775261,"Everyone has different senses of humour",FALSE,198,0,"Someone you are close to tells you you are not funny",1,10,"control",1873104,1562604.7,1924965.7,64,2,"yes","close relationship","personal qualities","Someone you are close to tells you you are not funny",0,1,0,0,1,0
"100","subCA2_2",53,"positive","internal_specific","0.0-20.0-0.11-0.11",5255,"html-button-response-ca",0,1782032,"In the past, I have helped out this particular colleage with some advice",FALSE,199,1,"Someone you work with tells you they trust your judgement",1,11,"control",1873104,1562604.7,1924965.7,64,2,"yes","colleagues","personal qualities","Someone you work with tells you they trust your judgement",1,0,0,1,0,0
